month	price
2024-01-01	4.603634912718474
2024-02-01	4.170711165927161
2024-03-01	3.9157449483109517
2024-04-01	3.780343931329592
2024-05-01	3.6062340071813135
2024-06-01	3.288364250176876
2024-07-01	3.2273284226855443
2024-08-01	3.454137848419485
2024-09-01	3.4660359645378196
2024-10-01	4.057032532844007
2024-11-01	4.369475723198243
2024-12-01	4.529238923167023
