month	price
2025-01-01	4.227588216217587
2025-02-01	4.139780150594586
2025-03-01	3.625472958659336
2025-04-01	3.6216491425831423
2025-05-01	3.334507776353076
2025-06-01	3.0560353704293126
2025-07-01	3.009511010261206
2025-08-01	3.263253261298816
2025-09-01	3.399875264397937
2025-10-01	3.6629629375326425
2025-11-01	4.154707819101918
2025-12-01	4.523605012464425
